title,creators,publication_date,publisher_country,distributor_country,publisher,distributor,doi,url
"Three new species of the Homoneura (Homoneura) henanensis species group (Diptera, Lauxaniidae), with a key to Chinese species",Junchao Wan G; Caixia Gao; Ding Yang,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.280717,
"A skull of Machairodus Kaup, 1833 (Felidae, Mammalia) from the late Miocene of Hadjidimovo (Bulgaria), and its place in the evolution of the genus",Denis Geraads; Nikolaï Spassov,2020-04-16,SWITZERLAND,,Plazi,,10.5252/geodiversitas2020v42a9,
"Pentastira eminei sp. nov. (Hemiptera, Fulgoromorpha, Cixiidae) from Türkiye and notes on other Pentastira spp. in Türkiye and the Middle East",Ersin Demirel; Mahmut Erbey,2022-09-28,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/85rq37,
"Lytopylus Foerster (Hymenoptera, Braconidae, Agathidinae) species from Costa Rica, with an emphasis on specimens reared from caterpillars in Area de Conservacion Guanacaste",Michael J. Sharkey; Stephanie Clutts; Erika M. Tucker; Daniel Janzen; Winnie Hallwachs; Tanya Dapkey; M. Alex Smith,2011-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.130.1569,
Typification of six names in Camellia (Theaceae),Dongwei Zhao,2022-06-16,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/5rv96z,
"Notes on the fauna of the genus Dorcadion Dalman, 1817 (Coleoptera: Cerambycidae) of Kurdistan Province, Iran, with description of a new species",Fardin Faizi; Jamasb Nozari; Hamed Ghobari; Mark Yu. Kalashian,2020-02-27,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4743.4.9,
Systematic position of the Afrotropical species described in Trachyphloeini (Coleoptera: Curculionidae: Entiminae),Roman Borovec; Jiří Skuhrovec,2017-11-08,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4344.3.5,
A new species of Acanthormius (Braconidae: Lysiterminae) reared as a gregarious parasitoid of psychid caterpillar (Lepidoptera: Psychidae) from India,Ankita Gupta; Donald L. J. Quicke,2018-03-05,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4388.3.8,
"Revision of the African shieldbug genus Afrius Stål, 1870 (Hemiptera: Heteroptera: Pentatomidae: Asopinae)",Talita Roell; Valérie A. Lemaître; Michael D. Webb,2019-04-24,SWITZERLAND,,Plazi,,10.5852/ejt.2019.520,
"Hidden in plain sight: a morphological study revealing three new species of the skipper genus Drephalys Watson, 1893 (Lepidoptera: Hesperiidae) from Brazil",Ricardo Russo Siewert; Janaína Madruga; Diego Rodrigo Dolibaina; Olaf Hermann Hendrik Mielke; Mirna Martins Casagrande,2018-09-11,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4472.3.9,
A new species of Lestica Billberg (Hymenoptera: Crabronidae) from Turkey,İlyas Can; Yaşar Gülmez,2022-04-12,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/m7b6st,
"Tituboea purcharti sp. nov., the first representative of Clytrini from Socotra Island (Coleoptera: Chrysomelidae: Cryptocephalinae)",Jan Bezděk,2012-12-17,SWITZERLAND,,Plazi,,10.15468/y833fw,
True bugs (Hemiptera-Heteroptera) of Botswana — Bibliographical inventory and new records,Andreas Krüger; Jürgen Deckert,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4114.1.2,
A short note on three Nilotonia species from Trinidad (Acariformes: Hydrachnidia: Anisitsiellidae),Harry Smit,2019-10-08,SWITZERLAND,,Plazi,,10.24349/acarologia/20194342,
A new species of planthopper in the genus Haplaxius (Hemiptera: Auchenorrhyncha: Fulgoroidea: Cixiidae) from coconut palm (Cocos nucifera) in Costa Rica,Edwin A. Barrantes Barrantes; Marco A. Zumbado Echavarria; Charles R. Bartlett; Ericka E. Helmick; Brian W. Bahder,2021-04-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4963.3.2,
"Two new species of the tribe Oligaphorurini Bagnall, 1949 (Collembola: Onychiuridae) from northeast China",Xin Sun; Donghui Wu,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.282740,
"The first record of the water mite genus Ljania Thor, 1898 (Acari, Hydrachnidiae Aturidae) from China, with description of two new species",Min Ao; Tian-Ci Yi; Jian-Jun Guo,2021-05-14,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4970.2.11,
Review of Australian genera Tessaromma Newman and Phlyctaenodes Newman with description of a new genus and species (Coleoptera: Cerambycidae: Cerambycinae: Phlyctaenodini),Mengjie Jin; Adam Ślipiński; Roger De Keyzer; Hong Pang,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4277.1.5,
Integrative revision of the Lygodactylus madagascariensis group reveals an unexpected diversity of little brown geckos in Madagascar’s rainforest,Miguel Vences; Malte Multzsch; Sven Gippner; Aurélien Miralles; Angelica Crottini; Philip-Sebastian Gehring; Andolalao Rakotoarison; Fanomezana M. Ratsoavina; Frank Glaw; Mark D. Scherz,2022-09-01,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/bspdf6,
"A New Species Of Globicornis (Hadrotoma) (Coleoptera, Dermestidae, Megatominae) From Baltic Amber",J. Háva; A. L. Damgaard,2015-08-01,SWITZERLAND,,Plazi,,10.15468/egh66k,
"A case of the higher-level classification of praying mantises (Mantodea) obscuring the synonymy of Majangella Giglio-Tos, 1915 (Liturgusidae, Liturgusinae) and Ephippiomantis Werner, 1922 (Hymenopodidae, Acromantinae)",Gavin J. Svenson; William Vollmer,2014-05-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3797.1.10,
"Revalidation of Natrix clerki Wall, 1925, an overlooked species in the genus Amphiesma Duméril, Bibron & Duméril, 1854 (Squamata: Natricidae)",Patrick David; Ishan Agarwal; Ramana Athreya; Rosamma Mathew; Gernot Vogel; Viral K. Mistry,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3919.2.9,
Two new species of the subfamily Mydaeinae (Diptera: Muscidae) from China,Yameng Wang; Wenliang Li; Xin Li; Ding Yang,2023-07-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/mudb8b,
"Revision of the genus Tanycypris (Ostracoda, Cypricercinae) with the description of Tanycypris alfonsi n. sp., and an identification key to the genus",Christina Nagler; Juergen Geist; Renate Matzke-Karasz,2014-06-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3821.4.1,
Eriophyoid mites (Acari: Prostigmata: Eriophyidae) associated with Compositae in Iran,Parisa Lotfollahi; Karim Haddad Irani-Nejad; Mohamad Khanjani; Mohamad Moghadam; Enrico De Lillo,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3664.3.5,
"Nemacheilus pezidion, a new species of loach from southern Laos (Teleostei: Nemacheilidae)",Maurice Kottelat,2022-04-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/3hvxak,
"Description of a new species of the subgenus Tachycines (Tachycines) (Rhaphidophoridae: Aemodogryllinae: Aemodogryllini) from Guizhou, China",Ben Hong; Shihui Huang; Changqing Luo,2022-11-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/z2b3gv,
"First record of the intertidal dwarf bug family Omaniidae from China, with description of a new species (Heteroptera: Leptopodomorpha)",Jiu-Yang Luo; Yan-Hui Wang; Ping-Ping Chen; Qiang Xie,2022-10-14,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/mzxsew,
"Tadpoles of four sympatric megophryinid frogs (Anura, Megophryidae, Megophryinae) from Mangshan in southern China",Tianyu Qian; Yonghui Li; Jun Chen; Pipeng Li; Daode Yang,2023-01-09,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/w5nfc7,
"A new species of the genus Tshurtshurnella Kusnezov, 1927 (Hemiptera Fulgoromorpha: Issidae) from Turkey",Rukiye Tanyeri; Ünal Zeybekoğlu,2020-11-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4881.1.13,
A new genus and species of Sieblosiidae from the Middle Miocene of Germany (Odonata: Epiproctophora),André Nel; Gunther Fleck,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.283081,
Fossil Eucharitidae and Perilampidae (Hymenoptera: Chalcidoidea) from Baltic Amber,John M. Heraty; Christopher Darling,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.275387,
Annotated checklist of Gonyleptoidea (Opiliones: Laniatores) associated with Brazilian caves,Ludson Neves De Ázara; Rodrigo Lopes Ferreira,2018-06-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4439.1.1,
"A new species of Pristapenesia Brues (Hymenoptera, Scolebythidae) from Asia",Celso O. Azevedo; Zaifu Xu; Roger A. Beaver,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.276678,
"A new species of Celidodacus Hendel, with notes on C. coloniarum (Speiser) and C. obnubilus (Karsch)",Ning Huangfu; Chaodong Zhu; Xiaolin Chen,2019-07-30,SWITZERLAND,,Plazi,,10.11865/zs.201919,
"Revision of the fossil species of Thaumatodryinus Perkins from Dominican amber, with a new combination and description of a new species (Hymenoptera, Dryinidae)",Andre L. Martins; Gabriel A. R. Melo,2020-10-30,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/jhr.79.57686,
"Dinarippiger gen. nov. (Tettigoniidae: Bradyporinae: Ephippigerini), a new saddle bush-cricket genus for Ephippiger discoidalis Fieber, 1853 from the Dinaric karst",Josip Skejo; Niko Kasalo; Paolo Fontana; Slobodan Ivković; Nikola Tvrtković; Fran Rebrina; Karmela Adžić; Filippo Maria Buzzetti; Sebastian Ćato; Maks Deranja; Stanislav Gomboc; Roberto Scherini; Jadranka Škorput; Paul Veenvliet; Marijana Vuković; Michèle Lemonnier-Darcemont; Christian Darcemont; Klaus-Gerhard Heller,2023-04-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/zhszcy,
"First record of the Darwin wasp Hymenoepimecis Viereck, 1912 (Hymenoptera: Ichneumonidae: Pimplinae) from Argentina and Bolivia, with description of a new species",Diego G. Pádua,2022-07-27,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/x5uchn,
"A checklist of the water mites (Acari: Hydrachnidia) of India, with new records and description of one new species",Vladimir Pešić; Tapas Chatterjee; Sabitry Bordoloi,2010-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.197964,
"Freshwater ostracods (Crustacea) from Hainan Island, southern China, with description of a new species",Shunxin Ma; Na Yu,2020-04-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4767.2.1,
"Contribution to the Ichneumoninae (Hymenoptera, Ichneumonidae) of Nepal",Matthias Riedel,2019-12-20,SWITZERLAND,,Plazi,,10.5281/zenodo.3742020,
"Subsocial Neotropical Doryphorini (Chrysomelidae, Chrysomelinae): new observations on behavior, host plants and systematics 1",Donald M. Windsor; Guillaume J. Dury; Fernando A. Frieiro-Costa; Jacques M. Pasteels,2013-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.332.5199,
"Dario tigris and Dario melanogrammus, two new species of miniature chameleon fishes from northern Myanmar (Teleostei: Badidae)",Ralf Britz; Sven Kullander; Lukas Rüber,2022-05-16,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/jyw7fu,
New taxa and new records of Erythroneurini from China (Hemiptera: Cicadellidae: Typhlocybinae),Yanghui Cao; Dmitry A. Dmitriev; Christopher H. Dietrich; Yalin Zhang,2019-06-03,SWITZERLAND,,Plazi,,10.2478/aemnp-2019-0017,
"A new species of Mops (Molossidae) from Pemba Island, Tanzania",William T. Stanley,2008-12-01,SWITZERLAND,,Plazi,,10.3161/150811008x414773,
"Two new species and one new combination of Stenosini (Coleoptera: Tenebrionidae) from Xizang, China",Yi-Bin Ba; Guo-Dong Ren,2013-11-15,SWITZERLAND,,Plazi,,10.5281/zenodo.5740679,
"The genus Aspidimerus Mulsant, 1850 (Coleoptera, Coccinellidae) from China, with descriptions of two new species",Lizhi Huo; Xingmin Wang; Xiaosheng Chen; Shunxiang Ren,2013-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.348.5746,
"Annotated checklist of Cerambycidae (Coleoptera: Chrysomeloidea) from the Brazilian semi-arid region, with new species and new geographic records",Gabriel Dos Santos Ferreira; André Da Silva Ferreira; Freddy Bravo,2023-02-03,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/rus548,
Taxonomic revision of the ant (Hymenoptera: Formicidae) genus Paraparatrechina in the Afrotropical and Malagasy Regions,John S. Lapolla; Chiu H. Cheng; Brian L. Fisher,2010-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.193808,
"A review of Microdytes J. Balfour-Browne, 1946 from Thailand, Laos, and Cambodia with descriptions of five new species and new records (Coleoptera, Dytiscidae)",Ryohei Okada; Weeyawat Jaitrong; Guenther Wewalka,2023-04-25,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/nq7k33,
A New Species of Forstercooperia (Perissodactyla: Paraceratheriidae) from Northern China with a Systematic Revision of Forstercooperiines,Hai-Bing Wang; Bin Bai; Jin Meng; Yuan-Qing Wang,2018-03-21,SWITZERLAND,,Plazi,,10.1206/3897.1,
Two new species of Metapone from Madagascar (Hymenoptera: Formicidae).,R. E. Gregg,1958-12-31,SWITZERLAND,,Plazi,,10.15468/iiiioy,
"Glaciambulata neumayeri gen. et sp. nov., a new Antarctic trachymedusa (Cnidaria: Hydrozoa), with a revision of the family Ptychogastriidae",,2016-12-31,SWITZERLAND,,Plazi,,10.5852/ejt.2016.252,
"A new species of Formosiepyris Terayama, 2004 (Hymenoptera: Bethylidae) from China",Zaifu Xu; Junhua He,2005-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.171224,
A new definition of the genus Petrocodon (Gesneriaceae),Anton Weber; Yi-Gang Wei; Carmen Puglisi; Fang Wen; Veronika Mayer; Michael Möller,2011-05-16,SWITZERLAND,,Plazi,,10.11646/phytotaxa.23.1.3,
"Manzuma gen. nov., a new aelurilline genus of jumping spiders (Araneae, Salticidae)",Galina N. Azarkina,2020-03-05,SWITZERLAND,,Plazi,,10.5852/ejt.2020.611,
"The world's largest cave fish from Meghalaya, Northeast India, is a new species, Neolissochilus pnar (Cyprinidae, Torinae)",Neelesh Dahanukar; Remya L. Sundar; Duwaki Rangad; Graham Proudlove; Rajeev Raghavan,2023-02-06,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/qnunay,
The genus Arocatus in Taiwan (Hemiptera: Heteroptera: Lygaeidae),Jing-Fu Tsai; Dávid Rédei,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4299.2.4,
"On the validity of Hebius sauteri maximus (Malnate, 1962) (Squamata, Natricidae), with the redescription of H. maximus comb. nov. and H. sauteri (Boulenger, 1909)",Mao-Liang Li; Jin-Long Ren; Jun-Jie Huang; Zhi-Tong Lyu; Shuo Qi; Ke Jiang; Ying-Yong Wang; Jia-Tang Li,2022-12-21,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/79ms8u,
Description of a new species of the genus Rhopalovalva Kuznetzov (Tortricidae Olethreutinae) from Japan,Yoshitsugu Nasu,2021-02-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4938.1.10,
"Contribution to the knowledge of the genus Cucujus Fabricius (Coleoptera, Cucujidae) from China",Ming-Zhi Zhao; Jin-Kun Zhang,2019-01-10,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4544.1.10,
"Certain species of Plecoptera from the headwater springs of National Integration River (São Francisco), Brazil",Marcos Carneiro Novaes; Diogo Silva Vilela; Vinicius Marques Lopez; Rhainer Guillermo Nascimento Ferreira,2018-06-05,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4429.1.13,
A new species of Chilenoperla (Plecoptera: Gripopterygidae) from the Andes of South America,Alejandro Vera,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.209351,
Revision of the ant genus Calyptomyrmex (Hymenoptera: Formicidae) in South-east Asia and Oceania,Steven O. Shattuck,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.276598,
"The East Pacific / South Pacific Boundary: New taxa and occurrences from Rapa Nui (Easter Island), New Caledonia and adjacent regions",Christopher L. Mah,2021-06-02,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4980.3.1,
"Revision of the New World Ceratoculicoides Wirth & Ratanaworabhan (Diptera, Ceratopogonidae, Ceratopogonini)",Andrew Fasbender,2023-06-26,SWITZERLAND,,Plazi,,10.15468/gfy3jq,
"The Percy Sladen Trust Expedition to the Indian Ocean in 1905, under the leadership of Mr. J. Stanley Gardiner. No. VI. - Fourmis des Seychelles, Amirantes, Farquhar et Chagos.",A. Forel,1907-12-31,SWITZERLAND,,Plazi,,10.15468/lpndsr,
"A new species of the genus Anthaxia Eschscholtz, 1829 from Spain (Coleoptera: Buprestidae: Buprestinae: Anthaxiini)",Svatopluk Bílý; Antonio Verdugo,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3768.2.7,
The Conopidae of Costa Rica (Diptera) (Part 1: Conopinae – Conopini & Tropidomyiini),Jens-Hermann Stuke; Jeffrey H. Skevington,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.273851,
"A remarkable new genus and species of Euryproctini (Hymenoptera: Ichneumonidae, Ctenopelmatinae) from Thailand",Alexey Reshchikov; Donald L. J. Quicke; Buntika A. Butcher,2022-08-18,SWITZERLAND,,Plazi,,10.15468/zahzdr,
"A revision of the spider genus Selenops Latreille, 1819 (Arachnida, Araneae, Selenopidae) in North America, Central America and the Caribbean",Sarah C. Crews,2011-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.105.724,
"Revision of the extant Nearctic species of Dryinus Latreille 1804 group 1 (Hymenoptera: Dryinidae), with description of a new species from the USA",Adalgisa Guglielmino; Massimo Olmi,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3691.5.4,
"Two new species of Prochas Walkley from Brazil (Hymenoptera, Ichneumonidae, Campopleginae)",Helena C. Onody; Angélica Maria Penteado-Dias,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4039.3.11,
"A new putative moss bug (Insecta: Hemiptera) from the lower Permian of the Saar-Nahe Basin, SW Germany, and the age of Coleorrhyncha",Daniel Burckhardt; André Nel; Manfred Raisch; Markus J. Poschmann,2022-04-21,SWITZERLAND,,Plazi,,10.15468/wdcyn5,
"Description of the male of Xystromutilla bucki Suarez, 1960 (Hymenoptera, Mutillidae), including new information on the biology of the genus",Roberto A. Cambra; Caroline Nepomuceno Queiros; Jean P. Alves De Deus; Kevin A. Williams; Pedro R. Bartholomay; Jucelia Iantas; Michele C. Nether; Kenji Nishida; Yostin J. Anino; Daisy Saavedra; Maria L. Tunes Buschini,2021-01-18,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.1011.60944,
"Urytalpa chandleri sp. n. (Diptera: Keroplatidae) from Turkey, with a key to the Western Palaearctic species of the genus",Dimitar Bechev; Hasan Koç,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.180308,
"Paracanthocobitis putaoensis, a new loach species (Cypriniformes: Nemacheilidae) from the Irrawaddy basin in northern Myanmar",Feng Lin; Zhi-Ying Chen; Khin Mar Myint; Xiao-Yong Chen,2023-01-05,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/hqctbw,
"A new species and new records of cuckoo wasps from Pakistan and India (Hymenoptera, Chrysididae)",Paolo Rosa; Daniele Baiocchi; Marek Halada; Maxim Yu. Proshchalykin,2021-08-24,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/jhr.84.65439,
"Review of the genus Schizoturanius Verhoeff, 1931, with the description of a new species from the Altais, Asian Russia (Diplopoda: Polydesmida: Polydesmidae)",Pavel S. Nefediev,2022-08-10,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/6sgwjf,
Zetes ephippiatus,C. L. Koch,1835-12-31,SWITZERLAND,,Plazi,,10.15468/zircr6,
Three new species of the genus Philagra Stål (Hemiptera: Cercopidea: Aphrophoridae) from China and Bangladesh,Ai-Ping Liang,2022-10-27,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/ujhbvv,
"Afroanomalia pseudoclistopyga, a new genus and species of pimpline parasitoid wasp (Hymenoptera: Ichneumonidae: Pimplinae) from the Afrotropical region",Oleksandr Varga,2018-08-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4461.1.12,
"Revision of the enigmatic South African Cryptolaryngini (Coleoptera, Curculionidae), with description of a new genus and twenty-two new species",Julien M. Haran; Adriana E. Marvaldi; Laure Benoit; Kenneth Oberlander; Riaan Stals; Rolf G. Oberprieler,2023-06-30,SWITZERLAND,,Plazi,,10.15468/wvccza,
